Date,Username,Name,Location,Followers,Text
2020-04-19 23:45:18,@putuliza,Putu Liza Mustika 😷,,621,Marise Payne calls for global inquiry into #China's handling of the #coronavirus outbreak  Foreign Minister has urged China to allow transparency in the process &amp; does not believe the WHO should run the inquiry. Labor has backed the push.  #COVID19 #CCP  https://t.co/wOOcE1hfwZ
2020-04-19 23:45:18,@perfectionhonda,Perfection Honda,"Albuquerque/Rio Rancho, NM",59,We're here to help families who have been impacted by COVID-19. Learn more about Honda Helps here: https://t.co/YAQIBH8req https://t.co/WW8h6wK8UM
2020-04-19 23:45:18,@PJallinJackson,Paxton B. Jackson,"Michigan, USA",38,I need a job soooo badddddd FUCK THIS VIRUS! #coronavirus
2020-04-19 23:45:18,@edificelabs,Edifice Labs,Bangalore,215,@narendramodi @oyorooms Invoking the Divine Feminine.Please rescue us .We surrender. https://t.co/9zOL4UYdcE @narendramodi @realDonaldTrump @EmmanuelMacron @AngelaMerkeICDU @KremlinRussia @AbeShinzo @BarackObama @ScottMorrisonMP #COVID #Covid_19 #quarantine #QuarantineLife #StayAtHome #StayHome #Corona
2020-04-19 23:45:17,@LethimTakeFifth,#JewishAndHinduNationalist,🌽,6633,"Donnie- “ 40k deaths! #SoLittleDeath , U #CNN should be ashamed of yourself! Pretty Amazing! “ #TrumpShitShow #cnn #msnbc #foxnews #COVID #Covid_19 #TrumpPressConf #TrumpNewsConference #TrumpPressBriefing #SoLittleDeath #TrumpLieConference"
2020-04-19 23:45:17,@ranger2444,Terry Mills,,13,"Watching trump,COVID-19 TF briefing,disaster BSexton thinks this is presidential He rambles on pointlessly reads/shows selective article/video favorable2him,stupidly bantering w/press If he&amp;other pundits thinks this is ldrshp tells me they have no clue @kimguilfoyle"
2020-04-19 23:45:17,@subgap,Coronavirus CoVid-19 Updates,,112765,"Coronavirus Update: ☣️️ Total cases: 2,404,866 (+1,886) ☣️️ ⚠️ Current cases: 1,615,093 (-6,543) ⚠️ ⚰️ Deaths: 164,925 (-716) ⚰️ 🏥 Recovered: 624,848 (+9,145) 🏥  Updated every 2 hours #Coronavirus #COVID19 #COVIDー19 Source: https://t.co/nFY1lZJJ2I"
2020-04-19 23:45:17,@joehick58,Joe Hickman,"Philly Pa, USA",13966,What to Look for When Buying Masks Online? Doctor Answers COVID-19 Questions  https://t.co/clTFaQh8QG
2020-04-19 23:45:16,@NutriLawnVan,Nutri-Lawn Vancouver,"New Westminster, BC",102,Did you know that your local Team here at #nutrilawnvancouver can help with your trees and shrubs too?  Call today and take back your weekend while we take care of the chores!  #nomorechores #stayhome #staysafe #covid19 #coronavirus #treetrimming #shrubs #vancouver #surrey https://t.co/kijz0a69gf
2020-04-19 23:45:15,@JoyJ69957841,Joy J,,178,"@shophopper1 @AfreenFatima136 @Uppolice @myyogiaditynth @shophopper1   Looks like you are determined to insult a woman, that too a Muslim woman.  Coronavirus: Meerut cancer hospital says won’t admit Muslims without negative Covid-19 test results  https://t.co/pLeMo84yNg"
2020-04-19 23:45:15,@PaigeMcLaughl19,paigertheflammable,United States,599,"Poll: 66% Of Americans Are Concerned About Lifting COVID-19 Restrictions, But Here&amp;#8217;s What They&amp;#8217;re NOT Telling Us. https://t.co/ZldQXJffjT"
2020-04-19 23:45:15,@Rahmanrr190,Rahman For Me,,93,@davido Thank God for she never had any covid-19 before but everything get as it be #davido_obo
2020-04-19 23:45:14,@cbraunnj,Carole Braun,,1057,COVID-19 local business spotlight: Lillipies Bakery - Planet Princeton https://t.co/TvqsyEHwgN
2020-04-19 23:45:14,@AnnaMaySummer,AnnaMaySummer,,12,Who is that sweet boy w/#cnn during the White House #PressConference? #coronavirus #COVID19?
2020-04-19 23:45:14,@petrovsarah_,Sarah Petrova,USA,960,How does @google's &amp; @apple's #ContactTracingApp work?  Find out in this infographic: https://t.co/q8FgGheaUB https://t.co/CjXaFbx4ik
2020-04-19 23:45:14,@Jeres_Rant,Tell It Like It Is!,,1521,The battle for the Senate majority is tightening as the #coronavirus threatens to plunge the economy into a severe recession and as ⁦@realDonaldTrump’s⁩ handling of the crisis comes under increased scrutiny https://t.co/b7Iwddg2ZY
2020-04-19 23:45:14,@thomascarle,Thomas Carle,Schorndorf / Germany,13,"Thomas Carle: !!!NEW!!! Deutsch &amp; English !!! CoVid-19 / ""Corona"" - recognize the early symptoms: https://t.co/KkOo90FNpL - ""Thank You very much."" | Thomas Carle perfectly took care on us from day one | T. Kühn | https://t.co/4iGNI1dfdx https://t.co/BgXy2UAFXF"
2020-04-19 23:45:13,@Bismarkzee,Bismark,,712,NCDC was on midnight plans   86 covid 19 cases in total And 70 in Lagos 😳  Stay safe...😷
2020-04-19 23:45:12,@AkinFasuyi,Gemini,Lagos,318,"70 in Lagos. Let's be truthful. There are parts of Lagos where the shutdown is not effective. People roaming up &amp; down. Socialising &amp;what not. If this covid-19 enters any densely populated low income area, Lagos is in trouble.@NCDCgov"
2020-04-19 23:45:12,@ConstantRebel55,Pietro 🇺🇸🇮🇹,"Atlanta, Georgia",3364,"@BogochIsaac How long does shedding, including just RNA shedding, occur with other, similar viruses? Is SARS-COVID-19 similar?"
2020-04-19 23:45:12,@yogendrapal72,Yogi,,10555,What would and should a post-pandemic world look like? @AJEnglish   #coronavirus #CoronaOutbreak #Wuhan #China #COVID19 #COVID  #CoronaVirusUpdate #ChineseVirus #WuhanVirus #US #Italy #Spain #Germany #France #UK #Iran #WHO #Covid_19 #COVID2019    https://t.co/RnWkmS9Ni3
2020-04-19 23:45:12,@Shoobydoobydoo3,Mike Shubin,Virginia,320,The stress of final papers and final exams is becoming incredibly emotionally and physically draining to me. This is only worsened by the stress of quarantine and Covid-19.
2020-04-19 23:45:11,@DaYouthfulDave,Da.Ve.,,444,What if 420 is the cure for COVID-19 #Happy420
2020-04-19 23:45:11,@edificelabs,Edifice Labs,Bangalore,215,@narendramodi Invoking the Divine Feminine.Please rescue us .We surrender. https://t.co/9zOL4UYdcE @narendramodi @realDonaldTrump @EmmanuelMacron @AngelaMerkeICDU @KremlinRussia @AbeShinzo @BarackObama @ScottMorrisonMP #COVID #Covid_19 #quarantine #QuarantineLife #StayAtHome #StayHome #Corona
2020-04-19 23:45:10,@Arnold__Simon,Simon Arnold,UK,339,"#Trump fighting off the media right now, after 40K American people die from #Coronavirus"
2020-04-19 23:45:09,@post_asia,Post of Asia,,127,"coronavirus COVID-19 G-20 meet: Union Health Minister Harsh Vardhan highlights India`s pre-emptive, proactive approach https://t.co/wQEackvZRq https://t.co/lOpkLSi9Xa"
2020-04-19 23:45:09,@the_other_kimk,Kim Kurzatkowski,Michigan,1015,So over 40K deaths in the US because of #coronavirus aren’t really all that meaningful to @realDonaldTrump. He’s an absolute disgrace to the presidency. #Trump #COVID19 #Covid_19
2020-04-19 23:45:09,@AshleyAtTimes,Ashley Southall,On Deadline,4919,"In the same way that some pre-existing conditions put people at risk for Covid-19, @antiviolence said some victims face co-occurring risks that deter reporting: Sex workers could be arrested. Undocumented immigrants could draw the attention of deportation officers."
2020-04-19 23:45:09,@scratch2222,Jimmy Waters,"Mississippi, USA",83,"@ddale8 Did he mention the thousands and ten of thousands who have died from covid-19? Over 40,000."
2020-04-19 23:45:09,@BloombergAsia,Bloomberg Asia,,62820,Health ministers from the Group of 20 leading economies said the Covid-19 pandemic “has highlighted systemic weaknesses” in health readiness around the world https://t.co/TCEuDJUT8s
2020-04-19 23:45:08,@PDVBTW2016,Vet,,55,"@WhiteHouse WTF March 19, '20:  In a letter to POTUS, CA. Gov. Newsom forecast 56% of the state's 25.5 million people will be infected with covid-19. WTF. If the death rate matched Italy or China, CA would suffer between 1-2 million deaths!!  Was a that a dire prediction...or a quota? WHOse?"
2020-04-19 23:45:08,@AnxietyUK,Anxiety UK,"Manchester, UK",133394,Social distancing during #coronavirus outbreak can be tough to cope with if you have #anxiety.  To speak to an Anxiety UK Approved Therapist visit: https://t.co/zlWmcd0Wxi https://t.co/UKBAz8HpEu
2020-04-19 23:45:08,@ECSSFS,Endicott SSFS,,108,"While you are at home during the COVID-19 crisis, make sure to take advantage of these strength and conditioning exercises in Arizona Health &amp; Living from professor Marisa Mickey. 👉 https://t.co/v4QBexqw6I"
2020-04-19 23:45:08,@Hope012015,Kenny_ANTI_gop,"Texas, USA",66933,VA Gov. Blasts Trump For 'Delusional' Statement On Covid-19 Testing Capacity | @crooksandliars https://t.co/QRD41mhpLM
2020-04-19 23:45:08,@natlawreview,National Law Review,"Chicago, IL & Denver, CO",33050,Does my employer need to reimburse me for my work from home expenses? California Employers’ Duties to Reimburse Employees Working From Home During the COVID-19 Pandemic https://t.co/8s3ujOUSQi @OgletreeDeakins #Coronavirus https://t.co/uTELcgIye1
2020-04-19 23:45:08,@ResponseTeens,Response for Teens,"Chicago, IL",300,"We have compiled a list of hotlines, websites, and other support services that you may find helpful during this uncertain time: https://t.co/SAoNqz274e #ResponseTeens #JCFS #HereForYou #communityresources #advocacy #COVID19 #coronavirus #coping https://t.co/9spaa5pFsf"
2020-04-19 23:45:08,@OluwaRotimisam8,Rotimi Cole⚓🍀✌🍁,,194,HAPPY 420🍃💨💨  FUCK COVID-19😤 https://t.co/4iAQ85mZo8
2020-04-19 23:45:08,@MiddleEastMnt,Middle East Monitor,"London, UK",110124,"Iran puts an extension on prisoner furloughs, closure of holy sites amid COVID-19 pandemic https://t.co/85qLUmbUqC"
2020-04-19 23:45:07,@gavbuxton,Gavin Buxton,Singapore,352,SpotX is part of a global initiative to help combat the spread of COVID-19. We are placing PSAs with media owners in partnership with CDC and WHO. Learn more about it here.  https://t.co/qaVl0uq11A
2020-04-19 23:45:07,@LoopNewsBB,Loop Barbados,,3154,https://t.co/Q7sW6eymuC COVID-19 hits Barbados sports industry for six https://t.co/Dc2VHvjgFD
2020-04-19 23:45:07,@Natsecuritynews,National Security News,,4027,"@IHME_UW When can social distancing be relaxed? Dates range between May 4 and early July, assuming the current level of social distancing is in place until infections reach below 1 per million, and containment strategies are implemented #COVID19 #coronavirus"
2020-04-19 23:45:06,@LEONARD07801460,🤗CV specialist ~ DM NOW🤗,Nigeria to the World,153,"Dear Friends of Leo, You have a sacrosanct duty to enlighten neighbors on the need for Social Distancing % Hand washing.  ""Do not think of what your country can do for you, but what you can do for your country"" -John F. Kennedy  Together, Let's fight Covid-19 in Nigeria Thank You https://t.co/FUQ3XfIzT8"
2020-04-19 23:45:06,@SeanKeyes,Sean,"Manchester, England",6119,Part of that approach relies on having access to one of the world’s best-functioning health-care systems. At no stage did Sweden see a real shortage of medical equipment or hospital capacity. https://t.co/YEyNTT0VD9
2020-04-19 23:45:06,@YourGoshenNews,The Goshen News,"Goshen, Ind",4565,Officials with the Indiana State Department of Health announced Sunday there were 577 positive cases of COVID-19 reported from Friday through Saturday. https://t.co/Qa7wUuwsGb
2020-04-19 23:45:06,@wardjc58,jward 🦅🇺🇸🤦🏼‍♂️,"North Carolina, USA",190,@MalcolmNance Also worth noting the beaches at Emerald Isle are still closed: https://t.co/lSPUTGzR84  Would seem the entire story is bullshit.
2020-04-19 23:45:05,@nousgnostic,💋⚓️ nationalist Jac 🇺🇸,Nationalist  USA🇺🇸,10759,@CNN IS ATTACKING and Harassing @POTUS again during the White House covid-19 press conference
2020-04-19 23:45:05,@chainlaw,Chain Cohn Stiles,"Bakersfield, CA",863,"@chainlaw to remain open during #COVID19 #coronavirus #pandemic closures; ""At this time, Chain | Cohn | Stiles remains dedicated to helping injured clients"": https://t.co/1bQOcEGuMG via #23ABCNews https://t.co/wsMLV4BWJc"
2020-04-19 23:45:05,@CityofStAlbert,City of St. Albert,"St. Albert, Alberta, Canada",8442,"NEW: Effective Monday, April 27, St. Albert Transit will be implementing a modified weekday schedule due to a decline in ridership from the COVID-19 pandemic. Please check for changes to the trips you normally ride: https://t.co/fHOujcgj8x #stalbert https://t.co/WkGp2pJNTb"
2020-04-19 23:45:05,@HearingHealthM,HearingHealthMatters,,4913,COVID-19 has added a strange dimension to masking rules. It has changed what effective masking actually means to hearing healthcare providers. https://t.co/0RHERNu1ms
2020-04-19 23:45:04,@championsmassag,Ernie Kidd,Charlottesville VA,126,No one left for you to shoot  #Coronavirus
2020-04-19 23:45:04,@AdvocateAurora,Advocate Aurora,,2099,"When the patient woke up, he remembered the doctor’s eyes. An emergency medicine physician shares a beautiful story with her first COVID-19 patient. https://t.co/ry1qZAP1RJ"
2020-04-19 23:45:04,@ScottCDunn,Scott C. Dunn,Salt Lake City,2286,@Keyholder4u That might work if people didn't have a chance to read this: https://t.co/Ov54845VcL #coronavirus
2020-04-19 23:45:04,@loriej9,loraine J Reed,West Pittston Pa,951,"Mundy Street, Wilkes-barre | Wilkes-Barre COVID-19 testing site ready to open https://t.co/pCnIeFSIO6"
2020-04-19 23:45:03,@SocialEspionage,Dorothea Bozicolona-Volpe,Citizen of the World,4617,What it's like to be polyamorous during the coronavirus quarantine https://t.co/7MmqBHLB0U #Coronavirus #Polyamorous via @mashable
2020-04-19 23:45:03,@The_NewArab,The New Arab,London,76024,How Jordan's students are adapting to the #coronavirus pandemic' writes Victoria Silva https://t.co/qeoSDkybxX
2020-04-19 23:45:03,@K1047fm,K 104.7,"Charlotte, NC",1761,This is why the doctors and nurses are fighting so hard. https://t.co/f2XNLcWte3
2020-04-19 23:45:03,@leadlagreport,"Michael A. Gayed, CFA","New York, NY",124389,This is how the GDP forecasts have changed due to the coronavirus pandemic. #stocks #markets #economy #investing #financialservices #coronavirus #pandemic #gdp #weakness #imf https://t.co/9UafXP9bJL
2020-04-19 23:45:03,@origamirisk,Origami Risk,"Chicago, IL",957,Wondering what you can do to take action to lower risk and increase productivity during #COVID19? Check out our real world solutions in our on-demand webinar here: https://t.co/fiZtTHUCEA https://t.co/2tKW1VwCHf
2020-04-19 23:45:03,@bbfrancesca,Beauty By Francesca,"San Francisco Bay Area, CA",311,Cabin Fever? Stay Busy!  Check out Skin Care Talk Radio w/@cieloscent for interesting &amp; informative skin care presentations!  I was honored to be a guest last week    https://t.co/lpcDSqd2SK  All presenters https://t.co/2qzc15Wm8G  #naturalskincare #organicskincare #skinccare https://t.co/2XOyzAT7ay
2020-04-19 23:45:03,@WarrenDemocrat,Warren Democrats 🗽,United States,9689,"Members of Congress made two proposals: one that would provide Americans 16 and older with a $2,000 monthly check for up to 12 months, and one that would cancel rent and mortgage payments through the duration of the #coronavirus emergency.  https://t.co/hTnhbHXlgX"
2020-04-19 23:45:03,@april_mcnary,April Zongker McNary,"Phoenix, AZ",222,"Some things that Irving Roth just said on our current state with COVID-19:   “This enemy [the virus] knows no borders...no religion.”  “When one person is sick, everyone is sick.”  “We need to work together...otherwise...humanity will be gone.” https://t.co/UWH1t1xBnG"
2020-04-19 23:45:03,@Tire_Review,Tire Review Magazine,"Akron, OH",6986,"MTS says the company has implemented procedures and guidelines at each location to execute guidelines issued by federal, state and local authorities, including the Centers for Disease Control and Prevention. https://t.co/XOSt5cQMlv"
2020-04-19 23:45:02,@ChinaDaily,China Daily,"Beijing, China",4365722,#Wuhan extends its most sincere gratitude to all of the other provinces in China with a gorgeous light show on the Second Yangtze River Bridge. #coronavirus #Covid_19 https://t.co/LxnZpNNfmp
2020-04-19 23:45:02,@joyce8787434,jstamper8787434,"Wytheville, VA",4,Trump says WHO didn’t share early information about Covid-19. A new report shows that’s not the case. https://t.co/1QBIcsQpaJ via @voxdotcom
